iteration,user_23,user_55,user_324,user_64,user_432,user_2,user_543,user_99,user_5,user_321,groupDis,groupSat
20,0.366536128666796,0.62573575841253,0.6347988432870955,0.1904059362575377,0.1491992450264764,0.5610819308823001,0.6557757574160239,0.7201172323090693,0.48278599194121435,0.5534789768418065,0.1870685609128947,0.49399158010408506
21,0.46956707774866147,0.6165525645128687,0.6350079474028344,0.048805076202336484,0.08332819827505372,0.5976046518784489,0.5057234384810368,0.7620326982333938,0.6292273991574378,0.6075847464677989,0.22720611853979789,0.49554337983598706
22,0.38832112368260063,0.5463677939693424,0.5914723323124881,0.27815944964334427,0.28194505558529254,0.37791131241901665,0.4867573406501037,0.7710515019797339,0.5741892808098394,0.5846543210082799,0.14817243171328298,0.4880829512060042
23,0.20713981239734913,0.6509427960759615,0.6611553378717938,0.12995685821028286,0.0,0.6565207638334195,0.6808788827087451,0.7849456490843384,0.4386788024162737,0.5990953769848695,0.25880645435322974,0.4809314279583033
24,0.0,0.6435004649692625,0.6309179191870542,0.09880428010614879,0.14493545409193223,0.7677101966248638,0.8309920967614896,0.6182687056207437,0.7188397034056054,0.2439556678479581,0.29568518410860534,0.46979244886150584
25,0.2547914483142442,0.5929065635607373,0.5707737732583996,0.20100540615855575,0.3281347012081059,0.5212567256892056,0.6271884150460791,0.7668980243335723,0.38379567528901637,0.4806826603442751,0.16941484123590447,0.4727433393202191
26,0.25102454930786067,0.5796899961715511,0.7103299616834874,0.0,0.0,0.6587423168002027,0.5175901213497324,0.7781801388334462,0.6715264439719205,0.5420184229881725,0.2716975137610935,0.47091019511063725
27,0.1995039174922257,0.6318397743062573,0.5921979992507085,0.17136069791895567,0.1376081204503974,0.47361339205733055,0.4853742977079975,0.6943492453136446,0.6221385355360983,0.6493471713775506,0.20485943813813481,0.46573331514111665
28,0.20868236383799776,0.5963512775959636,0.6304710293850633,0.12581273094960818,0.0758063384738849,0.3189572308024625,0.7372698352102742,0.7616082498758228,0.6761726343000176,0.4573663905217535,0.24587841961392806,0.45884980809528486
29,0.16982111953344817,0.6015028707230664,0.6188369771420501,0.1690046892470004,0.17192324499484452,0.4684245765519403,0.7701411817858388,0.5162725534695906,0.584225112836867,0.4906594583609861,0.2031664228856454,0.4560811784645633
30,0.24657762177070497,0.5868956326603094,0.5445528095889529,0.17499263828012318,0.0,0.338862188141268,0.7553492438783739,0.7764803443687903,0.6535243407899782,0.4542441777979267,0.24509398765380777,0.45314789972764274
